ROUTENAME,Place,Place_KR,Latitude,Longitude
Small Group Tour to Demiliterized Zone & Suspension Bridge, Kwangjang Market, Kwangjang Market,,
Best Walking Tour to Gyeongbok Palace n Bukchon with Expert,Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Best Walking Tour to Gyeongbok Palace n Bukchon with Expert, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
UNESCO Small Group Day Tour of Jeju Island - East Course,Manjanggul Cave,Manjanggul Cave,33.5492089,126.7770029
UNESCO Small Group Day Tour of Jeju Island - East Course, Woljeongri Beach, Woljeongri Beach,,
UNESCO Small Group Day Tour of Jeju Island - East Course, Haenyeo Museum, Haenyeo Museum,33.52358185,126.8634154031384
UNESCO Small Group Day Tour of Jeju Island - East Course, Seongsan Ilchulbong, Seongsan Ilchulbong,33.4584505,126.9420221
UNESCO Small Group Day Tour of Jeju Island - East Course, Jeju Herb Hill, Jeju Herb Hill,,
Full-Day Palace Tour in Seoul,Seoul,Seoul,37.5666791,126.9782914
Full-Day Palace Tour in Seoul, Gyeongbokgung Palace, Gyeongbokgung Palace,37.57975395,126.97668091517912
Full-Day Palace Tour in Seoul, National Folk Museum of Korea, National Folk Museum of Korea,37.58083425,126.97904308812812
Full-Day Palace Tour in Seoul, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Full-Day Palace Tour in Seoul, Seoul, Seoul,37.5666791,126.9782914
Full-Day Palace Tour in Seoul, Seoul, Seoul,37.5666791,126.9782914
Full-Day Palace Tour in Seoul, Changdeokgung Palace, Changdeokgung Palace,37.58238725,126.99170133955116
Full-Day Palace Tour in Seoul, Insadong, Insadong,51.0615072,-113.9808664
Full-Day Palace Tour in Seoul, Namdaemun Market, Namdaemun Market,37.55927765,126.97726604119931
Korean History & Heritage Tour,Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Korean History & Heritage Tour, National Folk Museum of Korea, National Folk Museum of Korea,37.58083425,126.97904308812812
Korean History & Heritage Tour, Bukchon Hanok Village, Bukchon Hanok Village,37.5823919,126.9858648
Korean History & Heritage Tour, Insadong, Insadong,51.0615072,-113.9808664
Korean History & Heritage Tour, Jogyesa Temple, Jogyesa Temple,37.5741432,126.98191198171496
Korean History & Heritage Tour, Cheonggyecheon Stream, Cheonggyecheon Stream,37.5683708,126.9930783
Korean History & Heritage Tour, Kwangjang Market, Kwangjang Market,,
8 hours Private Tour in Seoul for the VIP,Seoul,Seoul,,
Historic Jongro District Authentic Food Tour in Seoul,Insadong,Insadong,,
Namhansanseong UNESCO Historical Sites and Korean Folk Village-Private Tour,Namhansanseong Fortress,Namhansanseong Fortress,,
Namhansanseong UNESCO Historical Sites and Korean Folk Village-Private Tour, Korean Folk Village, Korean Folk Village,,
Full Day Essential Jeju Island Private tour for West Course,Hyeopjae Beach,Hyeopjae Beach,,
Full Day Essential Jeju Island Private tour for West Course, Hallim Park, Hallim Park,,
Full Day Essential Jeju Island Private tour for West Course, Suwolbong Peak, Suwolbong Peak,,
Full Day Essential Jeju Island Private tour for West Course, O’sulloc Tea Museum, O’sulloc Tea Museum,,
Full Day Essential Jeju Island Private tour for West Course, Sanbangsan Mountain, Sanbangsan Mountain,,
Full Day Essential Jeju Island Private tour for West Course, Cheonjiyeon Falls, Cheonjiyeon Falls,,
Full Day Essential Jeju Island Private tour for West Course, Jeongbang Waterfall, Jeongbang Waterfall,,
Seoul Morning E-bike Tour,Cheonggyecheon Stream,Cheonggyecheon Stream,,
Seoul Morning E-bike Tour, Gyeongbokgung Palace, Gyeongbokgung Palace,,
Seoul Morning E-bike Tour, Tongin Market, Tongin Market,,
Seoul Morning E-bike Tour, Seochon, Seochon,,
Seoul Morning E-bike Tour, The Blue House, The Blue House,,
Seoul Morning E-bike Tour, Bukchon Hanok Village, Bukchon Hanok Village,,
Seoul Morning E-bike Tour, Jogyesa Temple, Jogyesa Temple,,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours,Mysterious Road (Dokkaebi Road),Mysterious Road (Dokkaebi Road),,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours, Hallasan National Park, Hallasan National Park,,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours, Alive Museum, Alive Museum,,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours, Jusangjeollidae, Jusangjeollidae,,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours, Oedolgae, Oedolgae,,
Jeju Island South Bus Tour with Lunch included Full Day Trip Tours, Jeongbang Waterfall, Jeongbang Waterfall,,
Full-day Customizable Private Seoul Highlight Tour,The Blue House,The Blue House,,
Full-day Customizable Private Seoul Highlight Tour, Gyeongbokgung Palace, Gyeongbokgung Palace,,
Full-day Customizable Private Seoul Highlight Tour, Bukchon Hanok Village, Bukchon Hanok Village,,
Full-day Customizable Private Seoul Highlight Tour, Kwangjang Market, Kwangjang Market,,
Full-day Customizable Private Seoul Highlight Tour, Myeongdong Shopping Street, Myeongdong Shopping Street,,
Full-day Customizable Private Seoul Highlight Tour, Insadong, Insadong,,
Full-day Customizable Private Seoul Highlight Tour, N Seoul Tower, N Seoul Tower,,
Free style private Tour(Essence of Seoul city or DMZ),Gyeongbokgung Palace,Gyeongbokgung Palace,,
Free style private Tour(Essence of Seoul city or DMZ), Gilsangsa Temple, Gilsangsa Temple,,
Free style private Tour(Essence of Seoul city or DMZ), Insadong, Insadong,,
Free style private Tour(Essence of Seoul city or DMZ), N Seoul Tower, N Seoul Tower,,
Free style private Tour(Essence of Seoul city or DMZ), Namsan Cable Car, Namsan Cable Car,,
Free style private Tour(Essence of Seoul city or DMZ), Namsan Walkway Entrance, Namsan Walkway Entrance,,
Free style private Tour(Essence of Seoul city or DMZ), Bugak Skyway, Bugak Skyway,,
Free style private Tour(Essence of Seoul city or DMZ), The Blue House, The Blue House,,
Free style private Tour(Essence of Seoul city or DMZ), DMZ, DMZ,,
Gyeongju city UNESCO sites full day Private tour,Gyeongju,Gyeongju,,
Fully Customizable Private Tour of Jeju Island,Core Travel,Core Travel,,
Premium Private DMZ Tour & (Suspension Bridge or N-Tower) include lunch,Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,,
Premium Private DMZ Tour & (Suspension Bridge or N-Tower) include lunch, DMZ, DMZ,,
Premium Private DMZ Tour & (Suspension Bridge or N-Tower) include lunch, N Seoul Tower, N Seoul Tower,,
Premium Private DMZ Tour & (Suspension Bridge or N-Tower) include lunch, Gamaksan Chulleong Bridge, Gamaksan Chulleong Bridge,,
Private DMZ tour(Tunnel / Observation) with hotel pick up,Imjingak Pyeonghoa-Nuri Park,Imjingak Pyeonghoa-Nuri Park,,
Private DMZ tour(Tunnel / Observation) with hotel pick up, DMZ, DMZ,,
Private DMZ tour(Tunnel / Observation) with hotel pick up, The Third Tunnel, The Third Tunnel,,
Private DMZ tour(Tunnel / Observation) with hotel pick up, Dora Observatory, Dora Observatory,,
Private DMZ tour(Tunnel / Observation) with hotel pick up, Simhaksan, Simhaksan,,
"Nami Island, Cable Car, Garden of Morning Calm Panoramic Tour",Samaksan,Samaksan,,
"Nami Island, Cable Car, Garden of Morning Calm Panoramic Tour", Soyang River Sky Walk, Soyang River Sky Walk,,
"Nami Island, Cable Car, Garden of Morning Calm Panoramic Tour", Gubongsan Mountain Observatory Cafe Street, Gubongsan Mountain Observatory Cafe Street,,
"Nami Island, Cable Car, Garden of Morning Calm Panoramic Tour", Nami Island, Nami Island,,
"Nami Island, Cable Car, Garden of Morning Calm Panoramic Tour", The Garden of Morning Calm, The Garden of Morning Calm,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location),Imjingak Tourist Information Center,Imjingak Tourist Information Center,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), DMZ, DMZ,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Bridge of Freedom, Bridge of Freedom,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Dora Observatory, Dora Observatory,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Tongilchon-gil, Tongilchon-gil,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), The Third Tunnel, The Third Tunnel,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Hongdae, Hongdae,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Gyeongbokgung Palace, Gyeongbokgung Palace,,
Small Group DMZ Tour with DMZ Experts (Various Dropoff Location), Changdeokgung Palace, Changdeokgung Palace,,
Best Things to Do - Half Day Seoul Trip (Seoul Palace & Temple),Jogyesa Temple,Jogyesa Temple,,
Best Things to Do - Half Day Seoul Trip (Seoul Palace & Temple), Gyeongbokgung Palace, Gyeongbokgung Palace,,
Best Things to Do - Half Day Seoul Trip (Seoul Palace & Temple), Cheongwadae Sarangchae, Cheongwadae Sarangchae,,
Busan Night Small Group Photo Tour,Busan Gamcheon Culture Village,Busan Gamcheon Culture Village,,
Busan Night Small Group Photo Tour, Nuribaragi Observatory, Nuribaragi Observatory,,
Busan Night Small Group Photo Tour, Cheonghak Waterside Park, Cheonghak Waterside Park,,
Busan Night Small Group Photo Tour, Hwangnyeongsan Mountain, Hwangnyeongsan Mountain,,
UNESCO Small Group Day Tour of Jeju Island - South Course,Hallasan National Park,Hallasan National Park,,
UNESCO Small Group Day Tour of Jeju Island - South Course, Daepo Haean Jusangjeolli Cliff, Daepo Haean Jusangjeolli Cliff,,
UNESCO Small Group Day Tour of Jeju Island - South Course, Oedolgae, Oedolgae,,
UNESCO Small Group Day Tour of Jeju Island - South Course, Cheonjiyeon Waterfall, Cheonjiyeon Waterfall,,
UNESCO Small Group Day Tour of Jeju Island - South Course, Seogwi Dawon, Seogwi Dawon,,
Gyeongju Private Tour : Uncover the Eternal Beauty,Bulguksa Temple,Bulguksa Temple,,
Gyeongju Private Tour : Uncover the Eternal Beauty, Seokguram, Seokguram,,
Gyeongju Private Tour : Uncover the Eternal Beauty, Daereungwon Tomb Complex, Daereungwon Tomb Complex,,
Gyeongju Private Tour : Uncover the Eternal Beauty, Cheomseongdae Observatory, Cheomseongdae Observatory,,
Gyeongju Private Tour : Uncover the Eternal Beauty, Donggung Palace & Wolji Pond, Donggung Palace & Wolji Pond,,
Gyeongju Private Tour : Uncover the Eternal Beauty, Gyeongju National Museum, Gyeongju National Museum,,
Traditional Seoul Gourmet Tour in Bukchon,Bukchon Hanok Village,Bukchon Hanok Village,,
Traditional Seoul Gourmet Tour in Bukchon, Gyedong-gil, Gyedong-gil,,
Traditional Seoul Gourmet Tour in Bukchon, Bukchon Observatory, Bukchon Observatory,,
"Seoul Tram, The 'Must do' tour in Seoul",Tourist Information Center of Korea Tourism Organization,Tourist Information Center of Korea Tourism Organization,,
"Seoul Tram, The 'Must do' tour in Seoul", Changdeokgung Palace, Changdeokgung Palace,,
"Seoul Tram, The 'Must do' tour in Seoul", Tourist Information Center of Korea Tourism Organization, Tourist Information Center of Korea Tourism Organization,,
Seoul K-POP Fan Tour ,KBS Korea Broadcasting System,KBS Korea Broadcasting System,,
Seoul K-POP Fan Tour , HiKR GROUND, HiKR GROUND,,
Seoul K-POP Fan Tour , Starfield COEX Mall, Starfield COEX Mall,,
Seoul K-POP Fan Tour , KWANGYA 광야, KWANGYA 광야,,
Taste of Seoul - Food Tour with Local Guide,Mangwon Market,Mangwon Market,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner),Gyeongbokgung Palace,Gyeongbokgung Palace,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), National Folk Museum of Korea, National Folk Museum of Korea,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Bukchon Hanok Village, Bukchon Hanok Village,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Jogyesa Temple, Jogyesa Temple,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Insadong, Insadong,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Kyung-In Museum of Fine Art, Kyung-In Museum of Fine Art,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Cheonggyecheon Stream, Cheonggyecheon Stream,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Baek In-je's House, Baek In-je's House,,
Full Day- Essential Seoul City Tour & Gourmet Tour(including Lunch and Dinner), Kwangjang Market, Kwangjang Market,,
Seoul Private 4 Hour Tour with A Korean Buddy,Seoul,Seoul,,
Jeju Island Private Taxi Tour : UNESCO Day Tour,Jeju Travel Lucas,Jeju Travel Lucas,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Manjanggul Cave, Manjanggul Cave,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Woljeongri Beach, Woljeongri Beach,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Seongsan Ilchulbong, Seongsan Ilchulbong,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Seopjikoji, Seopjikoji,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Sangumburi Crater, Sangumburi Crater,,
Jeju Island Private Taxi Tour : UNESCO Day Tour, Seongeup Folk Village, Seongeup Folk Village,,
Private DMZ Tour,DMZ,DMZ,,
Four Seasons of Nami Island with Garden of Morning Calm Tour,Nami Island,Nami Island,,
Four Seasons of Nami Island with Garden of Morning Calm Tour, Nami Island, Nami Island,,
Four Seasons of Nami Island with Garden of Morning Calm Tour, Garden of Morning Calm, Garden of Morning Calm,,
Four Seasons of Nami Island with Garden of Morning Calm Tour, 청하고려인삼, 청하고려인삼,,
Pocheon Seasonal Fruit Picking & Exploration Tour From Seoul,Pocheon Art Valley,Pocheon Art Valley,,
Pocheon Seasonal Fruit Picking & Exploration Tour From Seoul, Herb Island, Herb Island,,
Pocheon Seasonal Fruit Picking & Exploration Tour From Seoul, 일경농원, 일경농원,,
 NO SHOPPING DMZ Tour (Hotel Pick-up),DMZ,DMZ,,
Busan Private Tour : Explore Both Day and Night!,Haedong Yonggungsa Temple,Haedong Yonggungsa Temple,,
Busan Private Tour : Explore Both Day and Night!, Busan, Busan,,
Busan Private Tour : Explore Both Day and Night!, Jagalchi Market, Jagalchi Market,,
Busan Private Tour : Explore Both Day and Night!, Songdo Cable Car, Songdo Cable Car,,
Busan Private Tour : Explore Both Day and Night!, Bupyeong Kkangtong Market, Bupyeong Kkangtong Market,35.1013814,129.0257392
Busan Private Tour : Explore Both Day and Night!, Gamcheon Culture Village, Gamcheon Culture Village,35.091043,129.0069146
Busan Private Tour : Explore Both Day and Night!, Busan, Busan,35.1799528,129.0752365
Busan Private Tour : Explore Both Day and Night!, Hwangnyeongsan Mountain, Hwangnyeongsan Mountain,,
Gyeongju Small Group Full Day Photo Tour (Max 7),Bulguksa Temple,Bulguksa Temple,35.788994849999995,129.33089016509152
Gyeongju Small Group Full Day Photo Tour (Max 7), 경북천년숲정원, 경북천년숲정원,,
Gyeongju Small Group Full Day Photo Tour (Max 7), Gyeongju Gyochon Traditional Village, Gyeongju Gyochon Traditional Village,,
Gyeongju Small Group Full Day Photo Tour (Max 7), Daereungwon Tomb Complex, Daereungwon Tomb Complex,35.8382358,129.2121151
Gyeongju Small Group Full Day Photo Tour (Max 7), Cheomseongdae Observatory, Cheomseongdae Observatory,35.834718,129.21908883983053
Gyeongju Small Group Full Day Photo Tour (Max 7), Donggung Palace and Wolji Pond, Donggung Palace and Wolji Pond,35.834700299999994,129.22643753548851
Mini Van Private Guided Tour in Seoul (Optional Layover),Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Mini Van Private Guided Tour in Seoul (Optional Layover), Insadong, Insadong,51.0615072,-113.9808664
Mini Van Private Guided Tour in Seoul (Optional Layover), Bongeunsa Temple, Bongeunsa Temple,37.5151321,127.05679437279517
Mini Van Private Guided Tour in Seoul (Optional Layover), Starfield Library, Starfield Library,37.5118705,127.058713
Mini Van Private Guided Tour in Seoul (Optional Layover), N Seoul Tower, N Seoul Tower,37.55127,126.9882805
Mini Van Private Guided Tour in Seoul (Optional Layover), Kwangjang Market, Kwangjang Market,,
Private Busan tour with gamcheon culture village and the temple (Customizable),Busan Gamcheon Culture Village,Busan Gamcheon Culture Village,35.0930475,129.0101532
Private Busan tour with gamcheon culture village and the temple (Customizable), Jagalchi Market, Jagalchi Market,35.09662755,129.0306884930863
Private Busan tour with gamcheon culture village and the temple (Customizable), Gukje Market, Gukje Market,35.1002443,129.0282442
Private Busan tour with gamcheon culture village and the temple (Customizable), Hwangnyeongsan Mountain, Hwangnyeongsan Mountain,,
Private Busan tour with gamcheon culture village and the temple (Customizable), BIFF Square, BIFF Square,35.0988987,129.0290545
Private Busan tour with gamcheon culture village and the temple (Customizable), Beomeosa Temple, Beomeosa Temple,35.2819879,129.0711104
Busan Night Tour Including a Cruise w/ Fireworks,Suyeongman Bay Yachting Center,Suyeongman Bay Yachting Center,,
Busan Night Tour Including a Cruise w/ Fireworks, Hwangnyeongsan Mountain, Hwangnyeongsan Mountain,,
Busan Night Tour Including a Cruise w/ Fireworks, Busan Cinema Centre, Busan Cinema Centre,,
Insadong / Gyeongbok Palace / Hanok Village / Gwangjang Market (Korea Day Tour),Gyeongbokgung Palace,Gyeongbokgung Palace,37.57975395,126.97668091517912
Insadong / Gyeongbok Palace / Hanok Village / Gwangjang Market (Korea Day Tour), Insadong, Insadong,51.0615072,-113.9808664
